TransactionID,Dairy,Pulses,Veg n Fruits
105672,Cheese,Rajma,Fruits
105673,Cheese,Dal,Vegetables
105674,Cheese,Rice,Fruits
105675,Cheese,Rajma,Vegetables
105676,Milk,Rice,Vegetables
105677,Milk,Rice,Vegetables
105678,Flavored Milk,Rajma,Fruits
105679,Butter,Rajma,Vegetables
105680,Cheese,Rajma,Fruits
105681,Flavored Milk,Rajma,Fruits
105682,Butter,Rice,Vegetables
105683,Flavored Milk,Rice,Vegetables
105684,Butter,Rajma,Vegetables
105685,Flavored Milk,Rice,Fruits
105686,Cheese,Dal,Fruits
105687,Butter,Dal,Vegetables
105688,Flavored Milk,Rajma,Vegetables
105689,Butter,Rajma,Fruits
105690,Butter,Dal,Vegetables
105691,Cheese,Rajma,Fruits
105692,Flavored Milk,Rice,Fruits
105693,Butter,Rajma,Vegetables
105694,Milk,Dal,Fruits
105695,Flavored Milk,Rice,Vegetables
105696,Milk,Rajma,Vegetables
105697,Cheese,Rajma,Vegetables
105698,Flavored Milk,Dal,Vegetables
105699,Flavored Milk,Rice,Vegetables
105700,Milk,Rice,Vegetables
105701,Cheese,Rice,Fruits
105702,Milk,Rajma,Fruits
105703,Flavored Milk,Rice,Fruits
105704,Butter,Rice,Fruits
105705,Flavored Milk,Dal,Vegetables
105706,Cheese,Dal,Fruits
105707,Cheese,Rice,Fruits
105708,Flavored Milk,Rice,Vegetables
105709,Milk,Rice,Vegetables
105710,Cheese,Rajma,Vegetables
105711,Cheese,Rice,Fruits
105712,Cheese,Dal,Fruits
105713,Flavored Milk,Dal,Vegetables
105714,Cheese,Rice,Vegetables
105715,Flavored Milk,Dal,Vegetables
105716,Milk,Dal,Fruits
105717,Butter,Dal,Vegetables
105718,Butter,Rajma,Fruits
105719,Butter,Dal,Vegetables
105720,Flavored Milk,Rajma,Vegetables
105721,Milk,Dal,Vegetables
105722,Butter,Rice,Vegetables
105723,Cheese,Dal,Vegetables
105724,Cheese,Dal,Vegetables
105725,Butter,Rice,Vegetables
105726,Butter,Rajma,Vegetables
105727,Flavored Milk,Rajma,Vegetables
105728,Butter,Dal,Vegetables
105729,Flavored Milk,Rajma,Vegetables
105730,Milk,Dal,Fruits
105731,Butter,Dal,Fruits
105732,Flavored Milk,Dal,Vegetables
105733,Milk,Rajma,Vegetables
105734,Butter,Rice,Vegetables
105735,Cheese,Rajma,Vegetables
105736,Milk,Dal,Fruits
105737,Butter,Rajma,Fruits
105738,Flavored Milk,Rajma,Vegetables
105739,Flavored Milk,Dal,Vegetables
105740,Flavored Milk,Rajma,Vegetables
105741,Butter,Rice,Vegetables
105742,Cheese,Rice,Vegetables
105743,Cheese,Rajma,Fruits
105744,Flavored Milk,Rajma,Fruits
105745,Cheese,Rice,Vegetables
105746,Flavored Milk,Rajma,Vegetables
105747,Milk,Rice,Vegetables
105748,Butter,Rice,Fruits
105749,Butter,Rice,Fruits
105750,Flavored Milk,Dal,Vegetables
105751,Cheese,Rajma,Fruits
105752,Cheese,Rajma,Vegetables
105753,Cheese,Rice,Vegetables
105754,Milk,Rajma,Vegetables
105755,Flavored Milk,Rice,Vegetables
105756,Butter,Rajma,Fruits
105757,Flavored Milk,Rice,Fruits
105758,Milk,Rajma,Vegetables
105759,Milk,Dal,Vegetables
105760,Milk,Dal,Vegetables
105761,Flavored Milk,Dal,Fruits
105762,Cheese,Rice,Vegetables
105763,Milk,Rice,Fruits
105764,Cheese,Dal,Vegetables
105765,Flavored Milk,Rajma,Fruits
105766,Milk,Rice,Vegetables
105767,Milk,Dal,Vegetables
105768,Cheese,Rice,Fruits
105769,Butter,Rice,Vegetables
105770,Cheese,Rajma,Vegetables
105771,Cheese,Dal,Fruits
105772,Cheese,Dal,Vegetables
105773,Butter,Rice,Fruits
105774,Milk,Rice,Fruits
105775,Milk,Dal,Vegetables
105776,Flavored Milk,Rice,Vegetables
105777,Milk,Rice,Fruits
105778,Cheese,Rice,Fruits
105779,Flavored Milk,Rajma,Vegetables
105780,Flavored Milk,Dal,Fruits
105781,Milk,Dal,Fruits
105782,Cheese,Dal,Fruits
105783,Cheese,Rajma,Fruits
105784,Flavored Milk,Rice,Vegetables
105785,Butter,Rajma,Fruits
105786,Cheese,Rice,Vegetables
105787,Butter,Dal,Vegetables
105788,Flavored Milk,Rice,Vegetables
105789,Butter,Rajma,Vegetables
105790,Butter,Rice,Fruits
105791,Cheese,Dal,Fruits
105792,Milk,Rice,Vegetables
105793,Cheese,Rice,Fruits
105794,Butter,Rajma,Fruits
105795,Cheese,Rajma,Fruits
105796,Flavored Milk,Rajma,Fruits
105797,Butter,Rajma,Fruits
105798,Butter,Rice,Vegetables
105799,Butter,Rice,Vegetables
105800,Cheese,Dal,Fruits
105801,Flavored Milk,Rajma,Fruits
105802,Butter,Rajma,Vegetables
105803,Cheese,Dal,Vegetables
105804,Cheese,Dal,Fruits
105805,Milk,Rice,Fruits
105806,Milk,Dal,Vegetables
105807,Cheese,Dal,Fruits
105808,Cheese,Rice,Vegetables
105809,Butter,Rice,Vegetables
105810,Cheese,Dal,Vegetables
105811,Flavored Milk,Dal,Fruits
105812,Cheese,Dal,Fruits
105813,Flavored Milk,Rajma,Vegetables
105814,Milk,Rajma,Fruits
105815,Butter,Dal,Fruits
105816,Milk,Dal,Vegetables
105817,Butter,Dal,Fruits
105818,Cheese,Rajma,Fruits
105819,Milk,Rice,Fruits
105820,Flavored Milk,Rajma,Fruits
105821,Butter,Dal,Fruits
105822,Flavored Milk,Dal,Vegetables
105823,Butter,Rajma,Vegetables
105824,Cheese,Rice,Fruits
105825,Cheese,Dal,Vegetables
105826,Flavored Milk,Rice,Fruits
105827,Cheese,Dal,Fruits
105828,Butter,Rajma,Vegetables
105829,Flavored Milk,Rajma,Fruits
105830,Milk,Rice,Fruits
105831,Flavored Milk,Rice,Fruits
105832,Milk,Rice,Fruits
105833,Flavored Milk,Rice,Vegetables
105834,Flavored Milk,Rice,Fruits
105835,Flavored Milk,Dal,Fruits
105836,Cheese,Rice,Fruits
105837,Butter,Rajma,Vegetables
105838,Cheese,Dal,Fruits
105839,Milk,Rice,Vegetables
105840,Milk,Rajma,Fruits
105841,Milk,Rice,Vegetables
105842,Cheese,Dal,Fruits
105843,Flavored Milk,Rajma,Vegetables
105844,Flavored Milk,Dal,Fruits
105845,Flavored Milk,Dal,Vegetables
105846,Butter,Dal,Fruits
105847,Flavored Milk,Dal,Fruits
105848,Butter,Dal,Vegetables
105849,Flavored Milk,Rajma,Vegetables
105850,Milk,Dal,Fruits
105851,Flavored Milk,Dal,Fruits
105852,Cheese,Dal,Fruits
105853,Cheese,Rice,Vegetables
105854,Flavored Milk,Dal,Fruits
105855,Butter,Rice,Fruits
105856,Flavored Milk,Dal,Fruits
105857,Milk,Dal,Fruits
105858,Milk,Rajma,Fruits
105859,Flavored Milk,Dal,Fruits
105860,Butter,Rajma,Vegetables
105861,Cheese,Rice,Fruits
105862,Flavored Milk,Rice,Fruits
105863,Flavored Milk,Dal,Fruits
105864,Flavored Milk,Rajma,Vegetables
105865,Milk,Dal,Vegetables
105866,Cheese,Dal,Fruits
105867,Butter,Dal,Fruits
105868,Flavored Milk,Rice,Vegetables
105869,Butter,Dal,Vegetables
105870,Milk,Rice,Fruits
105871,Milk,Dal,Fruits
105872,Butter,Dal,Fruits
105873,Flavored Milk,Rice,Vegetables
105874,Flavored Milk,Rice,Vegetables
105875,Cheese,Dal,Fruits
105876,Cheese,Rajma,Vegetables
105877,Cheese,Dal,Vegetables
105878,Butter,Rice,Vegetables
105879,Milk,Dal,Fruits
105880,Cheese,Rajma,Vegetables
105881,Butter,Dal,Vegetables
105882,Flavored Milk,Dal,Vegetables
105883,Flavored Milk,Rajma,Vegetables
105884,Cheese,Rice,Vegetables
105885,Cheese,Rajma,Vegetables
105886,Flavored Milk,Rajma,Vegetables
105887,Flavored Milk,Rajma,Vegetables
105888,Butter,Rajma,Vegetables
105889,Flavored Milk,Rajma,Vegetables
105890,Flavored Milk,Rice,Vegetables
105891,Milk,Rajma,Fruits
105892,Cheese,Rajma,Fruits
105893,Butter,Dal,Fruits
105894,Cheese,Rice,Fruits
105895,Cheese,Rice,Fruits
105896,Cheese,Rice,Fruits
105897,Flavored Milk,Dal,Vegetables
105898,Butter,Rajma,Vegetables
105899,Milk,Rajma,Vegetables
105900,Milk,Rice,Vegetables
105901,Flavored Milk,Rice,Vegetables
105902,Cheese,Rajma,Vegetables
105903,Cheese,Rajma,Fruits
105904,Butter,Rajma,Vegetables
105905,Cheese,Dal,Fruits
105906,Butter,Dal,Vegetables
105907,Milk,Dal,Fruits
105908,Cheese,Rajma,Vegetables
105909,Cheese,Dal,Vegetables
105910,Cheese,Dal,Fruits
105911,Cheese,Rice,Fruits
105912,Butter,Rajma,Vegetables
105913,Cheese,Rice,Fruits
105914,Milk,Rice,Fruits
105915,Flavored Milk,Dal,Fruits
105916,Flavored Milk,Dal,Vegetables
105917,Flavored Milk,Rajma,Vegetables
105918,Butter,Dal,Fruits
105919,Flavored Milk,Rajma,Vegetables
105920,Flavored Milk,Rajma,Fruits
105921,Milk,Rice,Fruits
105922,Butter,Dal,Fruits
105923,Butter,Rice,Vegetables
105924,Butter,Rajma,Vegetables
105925,Butter,Rice,Fruits
105926,Flavored Milk,Rajma,Vegetables
105927,Flavored Milk,Dal,Vegetables
105928,Flavored Milk,Dal,Fruits
105929,Butter,Rajma,Vegetables
105930,Cheese,Rice,Fruits
105931,Milk,Rice,Vegetables
105932,Flavored Milk,Dal,Vegetables
105933,Butter,Rajma,Fruits
105934,Milk,Rajma,Vegetables
105935,Milk,Rice,Vegetables
105936,Flavored Milk,Rice,Fruits
105937,Butter,Dal,Vegetables
105938,Butter,Dal,Fruits
105939,Butter,Rajma,Vegetables
105940,Flavored Milk,Dal,Fruits
105941,Butter,Rajma,Fruits
105942,Flavored Milk,Rice,Vegetables
105943,Flavored Milk,Dal,Vegetables
105944,Cheese,Rajma,Vegetables
105945,Flavored Milk,Rice,Fruits
105946,Cheese,Rajma,Fruits
105947,Flavored Milk,Dal,Vegetables
105948,Flavored Milk,Rajma,Fruits
105949,Cheese,Rice,Vegetables
105950,Butter,Rice,Fruits
105951,Milk,Rice,Fruits
105952,Cheese,Rice,Fruits
105953,Milk,Dal,Fruits
105954,Butter,Dal,Fruits
105955,Butter,Rajma,Vegetables
105956,Butter,Rajma,Vegetables
105957,Butter,Dal,Vegetables
105958,Flavored Milk,Rice,Vegetables
105959,Milk,Dal,Vegetables
105960,Flavored Milk,Rajma,Vegetables
105961,Cheese,Rajma,Vegetables
105962,Flavored Milk,Rajma,Fruits
105963,Butter,Rajma,Fruits
105964,Flavored Milk,Dal,Fruits
105965,Flavored Milk,Dal,Fruits
105966,Flavored Milk,Dal,Vegetables
105967,Flavored Milk,Rajma,Vegetables
105968,Cheese,Rajma,Fruits
105969,Butter,Rajma,Vegetables
105970,Butter,Dal,Vegetables
105971,Cheese,Dal,Fruits
105972,Cheese,Rajma,Vegetables
105973,Flavored Milk,Rice,Fruits
105974,Flavored Milk,Rajma,Vegetables
105975,Milk,Dal,Vegetables
105976,Milk,Dal,Fruits
105977,Butter,Rice,Fruits
105978,Butter,Rice,Vegetables
105979,Milk,Dal,Fruits
105980,Cheese,Dal,Fruits
105981,Butter,Rice,Vegetables
105982,Cheese,Dal,Vegetables
105983,Milk,Rajma,Vegetables
105984,Milk,Dal,Fruits
105985,Cheese,Rice,Fruits
105986,Milk,Rajma,Vegetables
105987,Cheese,Rice,Fruits
105988,Milk,Rajma,Fruits
105989,Cheese,Dal,Fruits
105990,Flavored Milk,Rajma,Fruits
105991,Milk,Rice,Vegetables
105992,Butter,Rice,Fruits
105993,Butter,Rice,Fruits
105994,Milk,Rice,Fruits
105995,Milk,Rajma,Fruits
105996,Flavored Milk,Rajma,Fruits
105997,Flavored Milk,Rajma,Vegetables
105998,Flavored Milk,Rajma,Fruits
105999,Cheese,Rajma,Vegetables
106000,Butter,Rice,Vegetables
106001,Cheese,Dal,Vegetables
106002,Cheese,Rice,Vegetables
106003,Flavored Milk,Dal,Vegetables
106004,Butter,Rajma,Fruits
106005,Flavored Milk,Dal,Vegetables
106006,Flavored Milk,Rajma,Fruits
106007,Milk,Rajma,Vegetables
106008,Cheese,Dal,Vegetables
106009,Cheese,Dal,Fruits
106010,Butter,Dal,Fruits
106011,Butter,Rajma,Vegetables
106012,Butter,Dal,Fruits
106013,Milk,Rajma,Fruits
106014,Butter,Dal,Fruits
106015,Flavored Milk,Dal,Vegetables
106016,Butter,Rajma,Vegetables
106017,Cheese,Dal,Fruits
106018,Cheese,Rice,Vegetables
106019,Milk,Dal,Vegetables
106020,Cheese,Dal,Fruits
106021,Butter,Dal,Fruits
106022,Flavored Milk,Rajma,Fruits
106023,Cheese,Rajma,Fruits
106024,Milk,Rice,Fruits
106025,Flavored Milk,Dal,Fruits
106026,Butter,Rice,Vegetables
106027,Cheese,Rajma,Vegetables
106028,Cheese,Rajma,Vegetables
106029,Cheese,Rice,Fruits
106030,Cheese,Rice,Fruits
106031,Milk,Rice,Vegetables
106032,Milk,Rice,Fruits
106033,Cheese,Dal,Fruits
106034,Flavored Milk,Dal,Fruits
106035,Butter,Rajma,Fruits
106036,Flavored Milk,Rice,Vegetables
106037,Butter,Rajma,Vegetables
106038,Cheese,Dal,Fruits
106039,Flavored Milk,Dal,Vegetables
106040,Milk,Dal,Fruits
106041,Cheese,Rajma,Vegetables
106042,Milk,Rajma,Vegetables
106043,Milk,Rice,Fruits
106044,Butter,Rice,Vegetables
106045,Milk,Rice,Fruits
106046,Butter,Rajma,Fruits
106047,Cheese,Rajma,Fruits
106048,Flavored Milk,Dal,Vegetables
106049,Flavored Milk,Dal,Vegetables
106050,Milk,Rice,Vegetables
106051,Flavored Milk,Dal,Fruits
106052,Milk,Rice,Vegetables
106053,Cheese,Dal,Vegetables
106054,Milk,Rajma,Vegetables
106055,Milk,Rajma,Vegetables
106056,Butter,Dal,Fruits
106057,Flavored Milk,Dal,Vegetables
106058,Butter,Rice,Vegetables
106059,Milk,Dal,Vegetables
106060,Flavored Milk,Dal,Fruits
106061,Flavored Milk,Rice,Vegetables
106062,Milk,Rice,Vegetables
106063,Butter,Rajma,Fruits
106064,Cheese,Dal,Vegetables
106065,Milk,Rajma,Fruits
106066,Flavored Milk,Rajma,Vegetables
106067,Butter,Rajma,Fruits
106068,Cheese,Dal,Fruits
106069,Flavored Milk,Rajma,Fruits
106070,Milk,Dal,Fruits
106071,Flavored Milk,Rajma,Vegetables
106072,Cheese,Rajma,Vegetables
106073,Cheese,Rice,Fruits
106074,Cheese,Dal,Fruits
106075,Milk,Rajma,Vegetables
106076,Butter,Rice,Vegetables
106077,Cheese,Rice,Fruits
106078,Flavored Milk,Rice,Vegetables
106079,Butter,Rajma,Vegetables
106080,Cheese,Dal,Vegetables
106081,Cheese,Dal,Fruits
106082,Butter,Rajma,Vegetables
106083,Flavored Milk,Rice,Fruits
106084,Cheese,Rice,Vegetables
106085,Cheese,Rajma,Fruits
106086,Cheese,Dal,Fruits
106087,Cheese,Rice,Vegetables
106088,Butter,Dal,Fruits
106089,Cheese,Rice,Vegetables
106090,Cheese,Rajma,Fruits
106091,Milk,Dal,Vegetables
106092,Milk,Rajma,Vegetables
106093,Cheese,Dal,Fruits
106094,Butter,Rice,Fruits
106095,Milk,Rajma,Fruits
106096,Flavored Milk,Rice,Vegetables
106097,Flavored Milk,Rajma,Fruits
106098,Butter,Dal,Fruits
106099,Butter,Rajma,Vegetables
106100,Milk,Dal,Vegetables
106101,Milk,Dal,Fruits
106102,Flavored Milk,Rice,Fruits
106103,Flavored Milk,Rice,Fruits
106104,Butter,Dal,Fruits
106105,Butter,Dal,Vegetables
106106,Cheese,Dal,Vegetables
106107,Milk,Dal,Fruits
106108,Butter,Rajma,Fruits
106109,Cheese,Dal,Vegetables
106110,Butter,Rice,Vegetables
106111,Cheese,Dal,Fruits
106112,Cheese,Rice,Fruits
106113,Cheese,Rice,Vegetables
106114,Cheese,Rice,Fruits
106115,Cheese,Rice,Fruits
106116,Milk,Rajma,Vegetables
106117,Cheese,Rajma,Fruits
106118,Butter,Dal,Vegetables
106119,Butter,Dal,Fruits
106120,Butter,Rajma,Vegetables
106121,Milk,Rajma,Fruits
106122,Flavored Milk,Dal,Fruits
106123,Milk,Rajma,Vegetables
106124,Flavored Milk,Rice,Fruits
106125,Milk,Rajma,Vegetables
106126,Cheese,Rice,Fruits
106127,Milk,Rice,Vegetables
106128,Cheese,Dal,Fruits
106129,Cheese,Rice,Vegetables
106130,Butter,Rice,Fruits
106131,Cheese,Rice,Fruits
106132,Milk,Rajma,Vegetables
106133,Cheese,Dal,Fruits
106134,Milk,Dal,Fruits
106135,Flavored Milk,Rajma,Fruits
106136,Cheese,Rajma,Fruits
106137,Butter,Dal,Vegetables
106138,Cheese,Dal,Vegetables
106139,Cheese,Rajma,Fruits
106140,Butter,Rajma,Fruits
106141,Butter,Rice,Fruits
106142,Cheese,Rajma,Fruits
106143,Butter,Rajma,Vegetables
106144,Cheese,Rice,Fruits
106145,Milk,Rice,Vegetables
106146,Flavored Milk,Rajma,Vegetables
106147,Butter,Dal,Vegetables
106148,Cheese,Dal,Vegetables
106149,Butter,Rajma,Vegetables
106150,Cheese,Rice,Fruits
106151,Butter,Dal,Fruits
106152,Cheese,Rice,Fruits
106153,Butter,Dal,Vegetables
106154,Milk,Rajma,Fruits
106155,Milk,Rajma,Vegetables
106156,Flavored Milk,Rajma,Fruits
106157,Milk,Rice,Fruits
106158,Butter,Rice,Fruits
106159,Butter,Dal,Fruits
106160,Butter,Rice,Vegetables
106161,Cheese,Rajma,Vegetables
106162,Milk,Dal,Vegetables
106163,Butter,Dal,Vegetables
106164,Milk,Dal,Vegetables
106165,Flavored Milk,Rajma,Fruits
106166,Cheese,Rajma,Vegetables
106167,Flavored Milk,Rice,Fruits
106168,Butter,Dal,Fruits
106169,Flavored Milk,Dal,Fruits
106170,Butter,Rice,Vegetables
106171,Flavored Milk,Rajma,Vegetables
106172,Milk,Rice,Fruits
106173,Butter,Rajma,Fruits
106174,Milk,Rice,Fruits
106175,Milk,Dal,Vegetables
106176,Milk,Rajma,Vegetables
106177,Flavored Milk,Rajma,Fruits
106178,Flavored Milk,Dal,Fruits
106179,Milk,Dal,Fruits
106180,Cheese,Rice,Vegetables
106181,Flavored Milk,Rajma,Vegetables
106182,Butter,Dal,Fruits
106183,Milk,Dal,Fruits
106184,Butter,Rice,Vegetables
106185,Cheese,Rice,Vegetables
106186,Flavored Milk,Rajma,Vegetables
106187,Milk,Dal,Vegetables
106188,Milk,Rice,Fruits
106189,Cheese,Rajma,Vegetables
106190,Milk,Rajma,Fruits
106191,Flavored Milk,Dal,Fruits
106192,Butter,Rajma,Vegetables
106193,Flavored Milk,Rice,Vegetables
106194,Milk,Rice,Fruits
106195,Flavored Milk,Rice,Vegetables
106196,Butter,Dal,Vegetables
106197,Flavored Milk,Rice,Vegetables
106198,Milk,Rajma,Fruits
106199,Butter,Rice,Fruits
106200,Milk,Dal,Fruits
106201,Milk,Rajma,Vegetables
106202,Butter,Dal,Vegetables
106203,Butter,Rajma,Fruits
106204,Milk,Dal,Fruits
106205,Milk,Rice,Vegetables
106206,Flavored Milk,Dal,Fruits
106207,Cheese,Rice,Vegetables
106208,Cheese,Dal,Vegetables
106209,Flavored Milk,Rajma,Vegetables
106210,Milk,Dal,Fruits
106211,Flavored Milk,Rice,Vegetables
106212,Cheese,Dal,Fruits
106213,Cheese,Rajma,Fruits
106214,Butter,Dal,Fruits
106215,Butter,Dal,Vegetables
106216,Flavored Milk,Dal,Vegetables
106217,Flavored Milk,Rice,Fruits
106218,Flavored Milk,Rajma,Vegetables
106219,Milk,Rice,Vegetables
106220,Flavored Milk,Dal,Vegetables
106221,Cheese,Dal,Vegetables
106222,Butter,Rice,Vegetables
106223,Milk,Rajma,Vegetables
106224,Milk,Dal,Vegetables
106225,Flavored Milk,Rajma,Fruits
106226,Cheese,Rice,Vegetables
106227,Butter,Rice,Vegetables
106228,Butter,Dal,Vegetables
106229,Milk,Rice,Fruits
106230,Milk,Rice,Fruits
106231,Flavored Milk,Dal,Fruits
106232,Butter,Dal,Vegetables
106233,Butter,Dal,Vegetables
106234,Milk,Rajma,Fruits
106235,Flavored Milk,Dal,Fruits
106236,Cheese,Dal,Fruits
106237,Milk,Rajma,Vegetables
106238,Flavored Milk,Dal,Fruits
106239,Cheese,Dal,Vegetables
106240,Butter,Rice,Fruits
106241,Cheese,Rice,Vegetables
106242,Flavored Milk,Rajma,Fruits
106243,Milk,Rajma,Fruits
106244,Cheese,Rajma,Vegetables
106245,Flavored Milk,Rice,Fruits
106246,Butter,Rice,Vegetables
106247,Cheese,Dal,Fruits
106248,Butter,Rice,Vegetables
106249,Butter,Dal,Vegetables
106250,Flavored Milk,Dal,Fruits
106251,Cheese,Rice,Vegetables
106252,Butter,Rice,Fruits
106253,Milk,Rice,Fruits
106254,Flavored Milk,Rajma,Vegetables
106255,Milk,Rajma,Vegetables
106256,Milk,Rice,Vegetables
106257,Flavored Milk,Rajma,Vegetables
106258,Cheese,Dal,Fruits
106259,Butter,Rajma,Vegetables
106260,Butter,Dal,Fruits
106261,Cheese,Rajma,Fruits
106262,Flavored Milk,Dal,Vegetables
106263,Flavored Milk,Rice,Fruits
106264,Flavored Milk,Rajma,Fruits
106265,Cheese,Rajma,Fruits
106266,Flavored Milk,Rice,Vegetables
106267,Cheese,Rice,Fruits
106268,Butter,Rice,Vegetables
106269,Milk,Rajma,Fruits
106270,Cheese,Rice,Vegetables
106271,Flavored Milk,Rajma,Fruits
106272,Flavored Milk,Rice,Fruits
106273,Cheese,Rajma,Vegetables
106274,Flavored Milk,Dal,Fruits
106275,Cheese,Rajma,Vegetables
106276,Milk,Rajma,Vegetables
106277,Flavored Milk,Rajma,Vegetables
106278,Flavored Milk,Rajma,Vegetables
106279,Cheese,Rajma,Vegetables
106280,Butter,Rajma,Fruits
106281,Butter,Rajma,Fruits
106282,Cheese,Rice,Vegetables
106283,Flavored Milk,Rice,Vegetables
106284,Cheese,Rajma,Fruits
106285,Milk,Dal,Vegetables
106286,Butter,Dal,Vegetables
106287,Milk,Dal,Fruits
106288,Milk,Rice,Fruits
106289,Butter,Dal,Fruits
106290,Butter,Dal,Fruits
106291,Butter,Dal,Vegetables
106292,Cheese,Dal,Fruits
106293,Butter,Dal,Vegetables
106294,Cheese,Rice,Fruits
106295,Cheese,Rajma,Vegetables
106296,Cheese,Dal,Vegetables
106297,Butter,Dal,Vegetables
106298,Butter,Rajma,Fruits
106299,Flavored Milk,Rice,Vegetables
106300,Butter,Rajma,Vegetables
106301,Flavored Milk,Dal,Fruits
106302,Milk,Rajma,Vegetables
106303,Milk,Rice,Fruits
106304,Cheese,Rajma,Vegetables
106305,Butter,Dal,Fruits
106306,Butter,Rajma,Fruits
106307,Butter,Rajma,Fruits
106308,Flavored Milk,Dal,Vegetables
106309,Cheese,Rice,Fruits
106310,Flavored Milk,Dal,Vegetables
106311,Milk,Rice,Vegetables
106312,Butter,Dal,Fruits
106313,Milk,Rice,Fruits
106314,Butter,Dal,Fruits
106315,Milk,Rice,Vegetables
106316,Butter,Rice,Vegetables
106317,Milk,Dal,Fruits
106318,Milk,Dal,Vegetables
106319,Milk,Rajma,Vegetables
106320,Butter,Dal,Vegetables
106321,Milk,Rice,Fruits
106322,Milk,Dal,Vegetables
106323,Butter,Rajma,Fruits
106324,Butter,Dal,Vegetables
106325,Cheese,Dal,Vegetables
106326,Flavored Milk,Dal,Fruits
106327,Flavored Milk,Dal,Vegetables
106328,Flavored Milk,Dal,Vegetables
106329,Milk,Dal,Vegetables
106330,Cheese,Dal,Vegetables
106331,Cheese,Dal,Vegetables
106332,Milk,Rajma,Fruits
106333,Cheese,Dal,Fruits
106334,Milk,Dal,Vegetables
106335,Flavored Milk,Dal,Vegetables
106336,Cheese,Rice,Fruits
106337,Butter,Dal,Vegetables
106338,Butter,Rice,Fruits
106339,Cheese,Dal,Fruits
106340,Flavored Milk,Rice,Fruits
106341,Milk,Rajma,Vegetables
106342,Milk,Rice,Vegetables
106343,Flavored Milk,Dal,Fruits
106344,Butter,Rajma,Fruits
106345,Butter,Rajma,Vegetables
106346,Butter,Dal,Fruits
106347,Cheese,Rice,Fruits
106348,Cheese,Rice,Fruits
106349,Flavored Milk,Dal,Fruits
106350,Butter,Rice,Fruits
106351,Butter,Dal,Vegetables
106352,Butter,Rajma,Vegetables
106353,Butter,Dal,Fruits
106354,Cheese,Dal,Vegetables
106355,Butter,Rajma,Fruits
106356,Butter,Rice,Fruits
106357,Butter,Rajma,Fruits
106358,Flavored Milk,Dal,Vegetables
106359,Flavored Milk,Rice,Fruits
106360,Flavored Milk,Dal,Fruits
106361,Cheese,Rajma,Fruits
106362,Flavored Milk,Rice,Fruits
106363,Cheese,Dal,Vegetables
106364,Milk,Dal,Vegetables
106365,Flavored Milk,Rajma,Vegetables
106366,Cheese,Dal,Vegetables
106367,Cheese,Rajma,Vegetables
106368,Flavored Milk,Rajma,Fruits
106369,Flavored Milk,Rajma,Vegetables
106370,Milk,Rajma,Fruits
106371,Flavored Milk,Rajma,Fruits
106372,Milk,Rajma,Vegetables
106373,Flavored Milk,Rajma,Fruits
106374,Milk,Dal,Vegetables
106375,Milk,Rice,Vegetables
106376,Flavored Milk,Rice,Vegetables
106377,Flavored Milk,Dal,Fruits
106378,Flavored Milk,Rice,Fruits
106379,Milk,Rice,Fruits
106380,Butter,Rice,Fruits
106381,Flavored Milk,Rajma,Fruits
106382,Flavored Milk,Rice,Vegetables
106383,Butter,Rajma,Vegetables
106384,Flavored Milk,Rajma,Vegetables
106385,Milk,Rajma,Vegetables
106386,Butter,Rice,Vegetables
106387,Flavored Milk,Rice,Fruits
106388,Flavored Milk,Rajma,Fruits
106389,Butter,Rice,Vegetables
106390,Cheese,Rice,Fruits
106391,Butter,Dal,Fruits
106392,Milk,Dal,Vegetables
106393,Flavored Milk,Dal,Fruits
106394,Milk,Dal,Vegetables
106395,Butter,Dal,Fruits
106396,Butter,Rajma,Vegetables
106397,Butter,Rice,Fruits
106398,Milk,Rajma,Fruits
106399,Flavored Milk,Rajma,Fruits
106400,Milk,Rice,Fruits
106401,Flavored Milk,Dal,Fruits
106402,Cheese,Dal,Vegetables
106403,Milk,Rice,Fruits
106404,Flavored Milk,Dal,Fruits
106405,Flavored Milk,Rice,Vegetables
106406,Cheese,Dal,Vegetables
106407,Butter,Rice,Fruits
106408,Flavored Milk,Rajma,Vegetables
106409,Milk,Dal,Vegetables
106410,Milk,Rice,Vegetables
106411,Butter,Rajma,Fruits
106412,Butter,Rice,Fruits
106413,Milk,Rice,Vegetables
106414,Cheese,Rice,Fruits
106415,Butter,Dal,Vegetables
106416,Butter,Rajma,Fruits
106417,Milk,Dal,Vegetables
106418,Milk,Dal,Vegetables
106419,Milk,Dal,Fruits
106420,Flavored Milk,Rajma,Vegetables
106421,Cheese,Dal,Fruits
106422,Butter,Dal,Fruits
106423,Milk,Dal,Vegetables
106424,Flavored Milk,Dal,Fruits
106425,Milk,Dal,Fruits
106426,Milk,Dal,Vegetables
106427,Flavored Milk,Rajma,Vegetables
106428,Flavored Milk,Rajma,Fruits
106429,Flavored Milk,Rice,Fruits
106430,Milk,Rajma,Fruits
106431,Flavored Milk,Dal,Fruits
106432,Milk,Rice,Fruits
106433,Butter,Rice,Fruits
106434,Flavored Milk,Rice,Vegetables
106435,Flavored Milk,Rice,Fruits
106436,Butter,Rajma,Fruits
106437,Butter,Rice,Vegetables
106438,Butter,Rajma,Vegetables
106439,Flavored Milk,Rajma,Vegetables
106440,Butter,Dal,Fruits
